reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
しょみん,庶民,しょみん,平民、一般民眾,kanji,581,right,11,庶民
じん,陣,じん,陣營、陣地；隊伍,kanji,581,right,03,陣
たいしゅう,大衆,たいしゅう,大眾、群眾,kanji,581,right,14,大衆
たい,隊,たい,隊伍、團隊,kanji,581,right,15,隊
ペア,ペア,ぺあ,一對、一組,katakana,582,left,17,ペア
ぼうりょくだん,暴力団,ぼうりょくだん,暴力組織、黑道幫派,kanji,582,left,,暴力団
みんぞく,民族,みんぞく,民族,kanji,582,left,09,民族
れんちゅう,連中,れんちゅう,一夥人、一群人,kanji,582,left,21,連中
シック,シック,しっく,雅致、時髦,katakana,583,left,07,シック
チェンジ,チェンジ,ちぇんじ,更換、改變；兌換,katakana,583,left,08,チェンジ
ひらたい,平たい,ひらたい,平坦、扁平；淺顯,kanji,583,left,09,平たい
ふくめん,覆面,ふくめん,蒙面；匿名,kanji,583,left,10,覆面
ぶさいく,不細工,ぶさいく,難看、拙劣,kanji,583,left,11,不細工
ポーズ,ポーズ,ぽおず,姿勢；裝模作樣,katakana,583,left,12,ポーズ
みすぼらしい,みすぼらしい,みすぼらしい,寒酸、破舊,hiragana,583,right,13,みすぼらしい
ゆうび,優美,ゆうび,優美,kanji,583,right,16,優美
あいそう・あいそ,愛想,あいそう・あいそ,親切態度、和善；招待,kanji,583,right,01,愛想
あからむ,赤らむ,あからむ,泛紅、臉紅,kanji,584,left,02,赤らむ
あからめる,赤らめる,あからめる,使泛紅、使臉紅,kanji,584,left,03,赤らめる
あらっぽい,荒っぽい,あらっぽい,粗暴、粗魯；粗糙,kanji,584,left,00,荒っぽい
いいかげん,いい加減,いいかげん,隨便、敷衍；適度；相當,kanji,584,left,00,いい加減
いさぎよい,潔い,いさぎよい,乾脆、果斷；坦率,kanji,584,right,99,潔い
いっそ,いっそ,いっそ,乾脆、索性,hiragana,584,right,00,いっそ
いっぺん,一変,いっぺん,完全改變、一變,kanji,584,right,01,一変
いやらしい,嫌らしい,いやらしい,令人不快、討厭；下流,kanji,584,right,02,嫌らしい
インテリ,インテリ,いんてり,知識分子、知識階層,katakana,585,left,14,インテリ
おおまか,大まか,おおまか,粗略、大致；不拘小節,kanji,585,left,15,大まか
おおらか,大らか,おおらか,大方、豁達,kanji,585,left,16,大らか
おせっかい,おせっかい,おせっかい,多管閒事,hiragana,585,right,19,おせっかい
おつかい,お使い,おつかい,跑腿、代辦差事,kanji,585,right,21,お使い
かんにさわる,癇に障る,かんにさわる,令人火大、觸怒人,kanji,586,left,28,癇に障る
かんよう,寛容,かんよう,寬容、包容,kanji,586,left,02,寛容
きざ,気障,きざ,做作、裝腔作勢,kanji,586,right,02,気障
きしつ,気質,きしつ,氣質、性情,kanji,586,right,03,気質
きだて,気立て,きだて,性情、脾氣,kanji,586,right,04,気立て
きちょうめん,几帳面,きちょうめん,一絲不苟、規矩,kanji,586,right,,几帳面
きふう,気風,きふう,風氣、氣質,kanji,587,left,37,気風
きまじめ,生真面目,きまじめ,一本正經、過於認真,kanji,587,left,39,生真面目
きょよう,許容,きょよう,容許、允許；容忍,kanji,587,left,41,許容
きんべん,勤勉,きんべん,勤奮、勤勉,kanji,587,left,42,勤勉
くっせつ,屈折,くっせつ,彎曲、折射；彆扭,kanji,587,right,43,屈折
けいそつ,軽率,けいそつ,輕率、草率,kanji,587,right,45,軽率
こつこつ,こつこつ,こつこつ,孜孜不倦、踏實地；叩叩聲,hiragana,588,left,50,こつこつ
ざつ,雑,ざつ,雜亂、粗糙；隨便,kanji,588,left,52,雑
ざんこく,残酷,ざんこく,殘酷、殘忍,kanji,588,left,53,残酷
しとやか,しとやか,しとやか,端莊、文雅,hiragana,588,right,06,しとやか
しぶとい,しぶとい,しぶとい,頑強、韌性強,hiragana,588,right,07,しぶとい
じゃく,弱,じゃく,弱、弱者；不足,kanji,588,right,08,弱
じょうねつ,情熱,じょうねつ,熱情,kanji,588,right,00,情熱
じんかく,人格,じんかく,人格、人品,kanji,588,right,01,人格
すねる,拗ねる,すねる,鬧彆扭、使性子,kanji,589,left,02,拗ねる
せいじゅん,清純,せいじゅん,清純、純真,kanji,589,left,64,清純
そっけない,素っ気ない,そっけない,冷淡、愛理不理,kanji,589,left,67,素っ気ない
だいたん,大胆,だいたん,大膽、豪膽,kanji,589,right,69,大胆
だらだら,だらだら,だらだら,滴滴答答；拖拖拉拉；冗長,hiragana,589,right,70,だらだら
ちかよりがたい,近寄りがたい,ちかよりがたい,難以接近,kanji,589,right,72,近寄りがたい
ちっぽけ,ちっぽけ,ちっぽけ,微小、渺小,hiragana,589,right,73,ちっぽけ
チャーミング,チャーミング,ちゃあみんぐ,迷人、可愛,katakana,590,left,04,チャーミング
つつしむ,慎む,つつしむ,謹慎、節制；慎行,kanji,590,left,05,慎む
でかい,でかい,でかい,大的、巨大,hiragana,590,left,78,でかい
どうどう,堂々,どうどう,堂堂正正、光明正大；氣派,kanji,590,left,29,堂々
なれなれしい,馴れ馴れしい,なれなれしい,過分親暱、裝熟,kanji,590,right,04,馴れ馴れしい
ネガティブ・ネガ,ネガティブ・ネガ,ねがてぃぶ・ねが,負面的；底片,katakana,590,right,05,ネガティブ・ネガ
びしょう,微笑,びしょう,微笑,kanji,591,left,87,微笑
ひとがら,人柄,ひとがら,人品、為人,kanji,591,left,88,人柄
ファザコン,ファザコン,ふぁざこん,戀父情結,katakana,591,left,89,ファザコン
ぶれい,無礼,ぶれい,無禮、失禮,kanji,591,left,90,無礼
ほうりだす,放り出す,ほうりだす,扔出、丟下；中途放棄,kanji,591,left,01,放り出す
ほしゅ,保守,ほしゅ,保守；維護、保養,kanji,591,right,02,保守
まけずぎらい,負けず嫌い,まけずぎらい,不服輸、好強,kanji,591,right,04,負けず嫌い
マザコン,マザコン,まざこん,戀母情結,katakana,591,right,95,マザコン
みえっぱり,見栄っ張り,みえっぱり,愛面子、愛慕虛榮的人,kanji,591,right,96,見栄っ張り
むくち,無口,むくち,沉默寡言、不多話,kanji,592,left,09,無口
むじゃき,無邪気,むじゃき,天真、單純,kanji,592,left,00,無邪気
むちゃくちゃ,無茶苦茶,むちゃくちゃ,亂七八糟；荒唐、過分,kanji,592,left,01,無茶苦茶
むちゃ,無茶,むちゃ,荒唐、亂來；過分,kanji,592,left,02,無茶
めいろう,明朗,めいろう,開朗；明朗、清楚,kanji,592,left,03,明朗
もはん,模範,もはん,模範、榜樣、典型,kanji,592,right,04,模範
よくぼう,欲望,よくぼう,欲望、慾望,kanji,592,right,05,欲望
らっかん,楽観,らっかん,樂觀,kanji,592,right,05,楽観
れいこく,冷酷,れいこく,冷酷、無情,kanji,592,right,07,冷酷
れいたん,冷淡,れいたん,冷淡、冷漠；不熱心,kanji,592,right,05,冷淡
ワンパターン,ワンパターン,わんぱたあん,一成不變、老套,katakana,593,left,10,ワンパターン
あいだがら,間柄,あいだがら,關係、交情,kanji,593,left,01,間柄
あらかじめ,予め,あらかじめ,事先、預先,kanji,593,left,02,予め
おとも,お供,おとも,隨行、陪同；隨從,kanji,593,left,04,お供
かたとき,片時,かたとき,片刻、一刻,kanji,593,left,05,片時
かわるがわる,代わる代わる,かわるがわる,輪流、交替,kanji,593,right,0e,代わる代わる
がっちり,がっちり,がっちり,結實、牢固；精明不浪費,hiragana,593,right,08,がっちり
きゅうち,旧知,きゅうち,舊識、老交情,kanji,593,right,10,旧知
きゅうゆう,旧友,きゅうゆう,老朋友、舊友,kanji,593,right,11,旧友
つながり,繋がり,つながり,連結、關聯；人脈,kanji,594,left,04,繋がり
コネ,コネ,こね,開係、門路,katakana,594,left,15,connection 之略
したしまれる,親しまれる,したしまれる,受到親近、受喜愛,kanji,594,left,07,親しまれる
すれちがい,擦れ違い,すれちがい,交錯、錯過去、差開,kanji,594,right,01,擦れ違い
たいとう,対等,たいとう,全對等、同等、平等,kanji,594,right,02,対等
たいめん,対面,たいめん,自疙、會面'、見面,kanji,594,right,03,対面
たすけ,助け,たすけ,壇助、援助、救済、救助、救命,kanji,595,left,24,助け
にあい,似合い,にあい,相配、合適,kanji,595,left,29,似合い
はしわたし,橋渡し,はしわたし,牽線、居中協調；橋梁,kanji,595,right,30,橋渡し
ひきたてる,引き立てる,ひきたてる,提拔、關照；襯托、凸顯,kanji,595,right,31,引き立てる
ペアルック,ペアルック,ぺあるっく,情侶裝、成對穿搭,katakana,595,right,33,ペアルック
ほうかい,崩壊,ほうかい,崩塌、瓦解；崩潰,kanji,595,right,34,崩壊
まじえる,交える,まじえる,摻入、夾雜；交叉、交鋒,kanji,595,right,35,交える
みっせつ,密接,みっせつ,密接,kanji,596,left,37,密接
むすびつき,結び付き,むすびつき,連結、關聯；關係,kanji,596,left,39,結び付き
むすびつける,結び付ける,むすびつける,繫上；連結、聯想到,kanji,596,left,40,結び付ける
めんかい,面会,めんかい,會面、探視,kanji,596,left,41,面会
ライバル,ライバル,らいばる,競爭對手、情敵,katakana,596,right,04,rival
おみや,お宮,おみや,神社；神社正殿,kanji,596,right,01,お宮
かいじゅう,怪獣,かいじゅう,怪獸,kanji,596,right,02,怪獣
ささげる,捧げる,ささげる,捧上、獻上；奉獻,kanji,597,left,04,捧げる
じごく,地獄,じごく,地獄；極度痛苦的境地,kanji,597,left,05,地獄
しんでん,神殿,しんでん,神殿、神社正殿,kanji,597,left,08,神殿
すうはい,崇拝,すうはい,崇拜、信仰,kanji,597,right,00,崇拝
せいしょ,聖書,せいしょ,聖經；經典,kanji,597,right,40,聖書
せんきょう,宣教,せんきょう,宣教、傳教,kanji,597,right,11,宣教
てんごく,天国,てんごく,天國、天堂；理想境地,kanji,598,left,06,天国
でんせつ,伝説,でんせつ,傳說；傳奇,kanji,598,left,07,伝説
とりい,鳥居,とりい,鳥居、神社牌坊,kanji,598,left,04,鳥居
ばける,化ける,ばける,變身、化為；喬裝,kanji,598,left,09,化ける
ゆうれい,幽霊,ゆうれい,幽靈、鬼魂；有名無實,kanji,598,right,,幽霊
ぎり,義理,ぎり,情義、情面；道義,kanji,599,left,02,義理
せたい,世帯,せたい,家庭、戶,kanji,599,left,03,世帯
ふよう,扶養,ふよう,扶養、撫養,kanji,599,left,04,扶養
みうち,身内,みうち,親人、自己人；體內,kanji,599,left,05,身内
やしなう,養う,やしなう,養育、扶養；培養,kanji,599,right,07,養う
よりそう,寄り添う,よりそう,貼近、依偎；陪伴支持,kanji,599,right,09,寄り添う
なれそめ,馴れ初め,なれそめ,相識緣起、戀愛開端,kanji,600,left,03,馴れ初め
はいぐうしゃ,配偶者,はいぐうしゃ,配偶,kanji,600,left,,配偶者
こじ,孤児,こじ,孤兒；孤立無援的人,kanji,601,left,02,孤児
こもりうた,子守歌・子守唄,こもりうた,搖籃曲,kanji,601,left,03,子守歌・子守唄
しそく,子息,しそく,令郎、兒子,kanji,601,left,04,子息
せがれ,倅,せがれ,犬子、自己的兒子；小子,kanji,601,left,05,倅
だっこ,抱っこ,だっこ,他功、抱,kanji,601,left,0e,抱っこ
ねかす,寝かす,ねかす,使睡覺；橫放,kanji,601,left,07,寝かす
ねかせる,寝かせる,ねかせる,使睡覺、使躺下；放置熟成,kanji,601,right,08,寝かせる
ねんちょう,年長,ねんちょう,年長,kanji,601,right,09,年長
はいはい,はいはい,はいはい,嬰兒爬行,hiragana,601,right,00,はいはい
おれ,俺,おれ,男性用語、對平輩晚輩的自稱、我'俺,kanji,601,right,,俺
えもの,獲物,えもの,獵物、掠奪物、戰利品,kanji,603,left,01,獲物
くびわ,首輪,くびわ,項圈,kanji,603,left,05,首輪
けだもの,獣,けだもの,野獸；畜生,kanji,603,right,0e,獣
けもの,獣,けもの,野獸,kanji,603,right,07,獣
こんちゅう,昆虫,こんちゅう,昆蟲,kanji,603,right,0m,昆虫
しかけ,仕掛け,しかけ,裝置、機關；安排、規模,kanji,603,right,09,仕掛け
ぜんめつ,全滅,ぜんめつ,全滅、徹底毀滅,kanji,603,right,41,全滅
たいか,退化,たいか,退化、倒退,kanji,604,left,42,退化
つの,角,つの,角；觸角,kanji,604,left,14,角
でくわす,出くわす,でくわす,碰上、偶遇,kanji,604,left,05,出くわす
なつく,懐く,なつく,親近、親慕,kanji,604,left,07,懐く
わたりどり,渡り鳥,わたりどり,候鳥；四處謀生的人,kanji,605,left,24,渡り鳥
さえずる,囀る,さえずる,鳥鳴；嘰嘰喳喳地說,kanji,605,right,03,囀る
ぴんぴん,ぴんぴん,ぴんぴん,硬朗、健壯,hiragana,605,right,04,ぴんぴん
むらがる,群がる,むらがる,群聚、聚集,kanji,605,right,05,群がる
きゅうこん,球根,きゅうこん,球根、鱗莖,kanji,606,left,02,球根
こずえ,梢,こずえ,樹梢,kanji,606,left,00,梢
とげ,刺,とげ,刺、尖刺,kanji,606,right,,刺
ねんりん,年輪,ねんりん,年輪；歲月痕跡,kanji,607,left,12,年輪
はなびら,花びら,はなびら,花瓣,kanji,607,left,14,花びら
おちば,落ち葉,おちば,落葉、植物相關用語,kanji,607,left,01,落ち葉
かれる,枯れる,かれる,枯萎；乾涸；才華衰退,kanji,607,right,02,枯れる
しなびる,萎びる,しなびる,枯萎、乾癟,kanji,607,right,03,萎びる
はつが,発芽,はつが,全-自、發芽,kanji,607,right,04,発芽
ひりょう,肥料,ひりょう,肥料,kanji,607,right,08,肥料
ひんしゅ,品種,ひんしゅ,品種、種類,kanji,607,right,0e,品種
ほうさく,豊作,ほうさく,豐收；作品多且佳,kanji,607,right,07,豊作
アルカリ,アルカリ,あるかり,鹼、鹼性,katakana,608,left,01,アルカリ
アルミ,アルミ,あるみ,鋁,katakana,608,left,02,アルミ
おうごん,黄金,おうごん,黃金；金黃色,kanji,608,left,04,黄金
かごう,化合,かごう,化合,kanji,608,left,05,化合
げんそ,元素,げんそ,元素；要素,kanji,609,left,12,元素
ごうせい,合成,ごうせい,合成,kanji,609,left,13,合成
じりょく,磁力,じりょく,磁力、磁性,kanji,609,right,07,磁力
せいてつ,製鉄,せいてつ,製鐵、煉鐵,kanji,609,right,22,製鉄
たれる,垂れる,たれる,垂下、滴落；垂掛,kanji,609,right,23,垂れる
