declaredNormalizedReading,reading,writing,zh,source_page,source_column,source_entry_no
かいさつ,かいさつ,改札,的驗飄,395,left,02
きかんしゃ,きかんしゃ,機関車,機車火車,395,right,03
こうくう,こうくう,航空,航空、航空公司的簡稱,395,right,04
さいしゅう,さいしゅう,最終,最後、最終、最末、示下車,395,right,oe
してつ,してつ,私鉄,私營鐵路,395,right,07
しゅうてん,しゅうてん,終点,終証,395,right,08
じょうしゃ,じょうしゃ,乗車,乘車、上車,395,right,09
じょうしゃけん,じょうしゃけん,乗車券,車村,396,left,10
しんだい,しんだい,寝台,床鋪、臥鋪,396,left,11
せんろ,せんろ,線路,線路、火車、軌道,396,left,14
だっせん,だっせん,脱線,脫軌、偏離常軌,396,right,06
ていしゃ,ていしゃ,停車,停車、車輛停止,396,right,07
てつどう,てつどう,鉄道,鐵道、鐵路,396,right,08
とおりかかる,とおりかかる,通りかかる,碰巧路過,396,right,
ひこう,ひこう,飛行,飛行、航空,396,right,
へりこぷたあ,ヘリコプター,ヘリコプター,直升機,397,left,24
ぼおと,ボート,ボート,小船、小艇,397,left,25
まんいん,まんいん,満員,滿員,397,left,26
やこう,やこう,夜行,夜行、夜間列車、夜間活動,397,left,27
ゆうらんせん,ゆうらんせん,遊覧船,遊覽船,397,left,28
おうだん,おうだん,横断,橫越、橫斷,397,right,oz
おうとつ,おうとつ,凹凸,凹凸、高低不平,397,right,03
おおどおり,おおどおり,大通り,大街、大馬路,397,right,09
かあ,カー,カー,車、汽車,397,right,05
かあぷ,カープ,カープ,彎道、曲線,398,left,06
かいつう,かいつう,開通,開通、開始通行,398,left,07
こうさ,こうさ,交差,交叉,398,left,08
こうそく,こうそく,高速,高速、速度很快,398,left,09
しゃこ,しゃこ,車庫,車庫、停車庫,398,left,01
しゃどう,しゃどう,車道,車道、車輛通行道路,398,left,12
じょうようしゃ,じょうようしゃ,乗用車,自小客車,398,right,03
せいび,せいび,整備,整備、保養,398,right,04
つうこう,つうこう,通行,通行、往來,398,right,05
つうろ,つうろ,通路,通路、通道,398,right,
とびだす,とびだす,飛び出す,飛出、跑出,399,left,18
ぱんく,パンク,パンク,爆胎、破裂,399,left,19
ひきかえす,ひきかえす,引き返す,返回、折回,399,left,20
ひとどおり,ひとどおり,人通り,人來人往、通行、來往行人,399,left,22
へこむ,へこむ,凹む,凹陷、屈服、虧空,399,left,23
ほそう,ほそう,舗装,鋪路,399,left,24
ほどう,ほどう,歩道,人行道,399,right,25
まわりみち,まわりみち,回り道,繞道、繞遠路,399,right,26
みちじゅん,みちじゅん,道順,會順路、路線、步驟、程序,399,right,27
ゆるい,ゆるい,緩い,鬆、不緊、徐緩不陡、不急、不嚴格、稀薄,399,right,28
よこぎる,よこぎる,横切る,橫越,399,right,29
